2026-08-14 07:39:18,471 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/auth/register "HTTP/1.1 201 Created"
2026-08-14 07:39:18,471 | INFO    | test | START tests/services/test_cart_flow.py::test_cannot_add_out_of_stock_product
2026-08-14 07:39:18,494 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/auth/login "HTTP/1.1 200 OK"
2026-08-14 07:39:18,494 | INFO    | framework.http | POST http://127.0.0.1:8000/api/auth/login -> 200 (1 ms)
2026-08-14 07:39:18,497 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/cart "HTTP/1.1 200 OK"
2026-08-14 07:39:18,497 | INFO    | framework.http | GET http://127.0.0.1:8000/api/cart -> 200 (2 ms)
2026-08-14 07:39:18,500 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/products?in_stock=false "HTTP/1.1 200 OK"
2026-08-14 07:39:18,500 | INFO    | framework.http | GET http://127.0.0.1:8000/api/products?in_stock=false -> 200 (2 ms)
2026-08-14 07:39:18,502 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/cart/items "HTTP/1.1 409 Conflict"
2026-08-14 07:39:18,503 | INFO    | framework.http | POST http://127.0.0.1:8000/api/cart/items -> 409 (2 ms)
2026-08-14 07:39:18,506 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/cart "HTTP/1.1 200 OK"
2026-08-14 07:39:18,507 | INFO    | framework.http | GET http://127.0.0.1:8000/api/cart -> 200 (3 ms)
2026-08-14 07:39:18,508 | INFO    | test | END   tests/services/test_cart_flow.py::test_cannot_add_out_of_stock_product (0.04s)
