"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Boundary-value analysis, done properly: min, min-1, max, max+1, and the
    type boundary. Three of these five rows have caught real defects in the
    author's experience; the middle-of-range value has caught none.","6","test_quantity_boundaries[99-201-maximum valid]","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"A behaviour worth pinning down: does the API *merge* lines or *append*
    duplicates? Both are defensible designs; only one matches the spec, and an
    unpinned choice will silently flip during a refactor.","12","test_adding_same_product_twice_increments_quantity","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"","2","test_protected_endpoint_requires_valid_bearer_token[]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"DELETE should be idempotent — deleting twice must not 404 or 500.","5","test_removing_a_product_that_is_not_in_the_cart_is_idempotent","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"A control with no accessible name is announced as ""button"" — useless.
    This check is narrow, deterministic and catches the single most common
    real-world a11y defect.","336","test_every_interactive_control_has_an_accessible_name[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_accessibility_and_visual","",""
"","5","test_filter_by_category_returns_only_that_category[input]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"Validation errors must be 4xx and must never be 5xx.

    A 500 on bad input means the input reached code that didn't expect it — the
    exact shape of bug that turns into a security finding later.
    ","3","test_login_rejects_malformed_payloads[payload4-oversized username]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"","342","test_password_field_is_masked[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"Dark mode is a whole second theme that usually gets zero test coverage.
    Running the same axe audit under `color_scheme=""dark""` is nearly free.","1783","test_dark_mode_renders_with_readable_contrast[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_accessibility_and_visual","",""
"A hand-rolled visual check, so you can see the mechanics.

    In production use a service (Percy, Applitools, Chromatic) or Playwright's
    own `expect(page).to_have_screenshot()` in the JS runner. What matters is
    that you understand the four levers below — every tool exposes the same ones.

    ### A screenshot is only comparable within one environment

    The first CI run of this test failed on all three engines. The baseline had
    been recorded on Windows/Chromium, and Linux CI renders the same page with
    different font rasterisation — before you even consider that Firefox and
    WebKit are different engines entirely.

    That is not a bug to work around, it is the defining property of visual
    testing: a baseline belongs to one browser on one operating system. Hence
    the platform- and engine-keyed filename below. In a real project you either
    commit baselines generated inside the same container CI uses, or you use a
    hosted service that manages exactly this problem for you.
    ","1651","test_product_grid_matches_the_visual_baseline[firefox]","tests.web","2026-08-14","skipped","2026-08-14","","test_accessibility_and_visual","",""
