2026-08-14 09:46:10,861 | INFO    | test | START tests/services/test_cart_flow.py::test_order_belongs_to_its_owner
2026-08-14 09:46:10,897 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/auth/login "HTTP/1.1 200 OK"
2026-08-14 09:46:10,898 | INFO    | framework.http | POST http://127.0.0.1:8000/api/auth/login -> 200 (2 ms)
2026-08-14 09:46:10,902 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/cart "HTTP/1.1 200 OK"
2026-08-14 09:46:10,902 | INFO    | framework.http | GET http://127.0.0.1:8000/api/cart -> 200 (3 ms)
2026-08-14 09:46:10,906 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/products?in_stock=true "HTTP/1.1 200 OK"
2026-08-14 09:46:10,906 | INFO    | framework.http | GET http://127.0.0.1:8000/api/products?in_stock=true -> 200 (3 ms)
2026-08-14 09:46:10,913 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/cart/items "HTTP/1.1 201 Created"
2026-08-14 09:46:10,913 | INFO    | framework.http | POST http://127.0.0.1:8000/api/cart/items -> 201 (4 ms)
2026-08-14 09:46:10,946 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/auth/register "HTTP/1.1 201 Created"
2026-08-14 09:46:10,975 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/auth/login "HTTP/1.1 200 OK"
2026-08-14 09:46:10,975 | INFO    | framework.http | POST http://127.0.0.1:8000/api/auth/login -> 200 (5 ms)
2026-08-14 09:46:10,978 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/orders "HTTP/1.1 201 Created"
2026-08-14 09:46:10,978 | INFO    | framework.http | POST http://127.0.0.1:8000/api/orders -> 201 (2 ms)
2026-08-14 09:46:10,980 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/orders/ord_7871ee30ba88 "HTTP/1.1 200 OK"
2026-08-14 09:46:10,980 | INFO    | framework.http | GET http://127.0.0.1:8000/api/orders/ord_7871ee30ba88 -> 200 (1 ms)
2026-08-14 09:46:11,129 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/cart "HTTP/1.1 200 OK"
2026-08-14 09:46:11,129 | INFO    | framework.http | GET http://127.0.0.1:8000/api/cart -> 200 (3 ms)
2026-08-14 09:46:11,131 | INFO    | test | END   tests/services/test_cart_flow.py::test_order_belongs_to_its_owner (0.27s)
