2026-08-14 09:46:10,567 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/auth/register "HTTP/1.1 201 Created"
2026-08-14 09:46:10,568 | INFO    | test | START tests/services/test_cart_flow.py::test_cannot_add_out_of_stock_product
2026-08-14 09:46:10,605 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/auth/login "HTTP/1.1 200 OK"
2026-08-14 09:46:10,605 | INFO    | framework.http | POST http://127.0.0.1:8000/api/auth/login -> 200 (4 ms)
2026-08-14 09:46:10,609 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/cart "HTTP/1.1 200 OK"
2026-08-14 09:46:10,609 | INFO    | framework.http | GET http://127.0.0.1:8000/api/cart -> 200 (3 ms)
2026-08-14 09:46:10,615 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/products?in_stock=false "HTTP/1.1 200 OK"
2026-08-14 09:46:10,615 | INFO    | framework.http | GET http://127.0.0.1:8000/api/products?in_stock=false -> 200 (2 ms)
2026-08-14 09:46:10,621 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/cart/items "HTTP/1.1 409 Conflict"
2026-08-14 09:46:10,621 | INFO    | framework.http | POST http://127.0.0.1:8000/api/cart/items -> 409 (5 ms)
2026-08-14 09:46:10,629 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/cart "HTTP/1.1 200 OK"
2026-08-14 09:46:10,630 | INFO    | framework.http | GET http://127.0.0.1:8000/api/cart -> 200 (6 ms)
2026-08-14 09:46:10,632 | INFO    | test | END   tests/services/test_cart_flow.py::test_cannot_add_out_of_stock_product (0.06s)
