2026-08-13 21:03:08,995 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/auth/register "HTTP/1.1 201 Created"
2026-08-13 21:03:09,002 | INFO    | test | START tests/services/test_cart_flow.py::test_cannot_add_out_of_stock_product
2026-08-13 21:03:09,036 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/auth/login "HTTP/1.1 200 OK"
2026-08-13 21:03:09,037 | INFO    | framework.http | POST http://127.0.0.1:8000/api/auth/login -> 200 (2 ms)
2026-08-13 21:03:09,039 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/cart "HTTP/1.1 200 OK"
2026-08-13 21:03:09,039 | INFO    | framework.http | GET http://127.0.0.1:8000/api/cart -> 200 (2 ms)
2026-08-13 21:03:09,044 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/products?in_stock=false "HTTP/1.1 200 OK"
2026-08-13 21:03:09,045 | INFO    | framework.http | GET http://127.0.0.1:8000/api/products?in_stock=false -> 200 (3 ms)
2026-08-13 21:03:09,048 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/cart/items "HTTP/1.1 409 Conflict"
2026-08-13 21:03:09,048 | INFO    | framework.http | POST http://127.0.0.1:8000/api/cart/items -> 409 (3 ms)
2026-08-13 21:03:09,053 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/cart "HTTP/1.1 200 OK"
2026-08-13 21:03:09,054 | INFO    | framework.http | GET http://127.0.0.1:8000/api/cart -> 200 (3 ms)
2026-08-13 21:03:09,057 | INFO    | test | END   tests/services/test_cart_flow.py::test_cannot_add_out_of_stock_product (0.05s)
